Wavelength	Sensitivity
1.1031	5.82123e+15
1.1032	5.83794e+15
1.1033	5.85466e+15
1.1034	5.87137e+15
1.1035	5.8881e+15
1.1036	5.90483e+15
1.1037	5.92156e+15
1.1038	5.9383e+15
1.1039	5.95504e+15
1.104	5.97178e+15
1.1041	5.98853e+15
1.1042	6.00528e+15
1.1043	6.02204e+15
1.1044	6.0388e+15
1.1045	6.05556e+15
1.1046	6.07233e+15
1.1047	6.0891e+15
1.1048	6.10588e+15
1.1049	6.12266e+15
1.105	6.13944e+15
1.1051	6.15623e+15
1.1052	6.17303e+15
1.1053	6.18982e+15
1.1054	6.20662e+15
1.1055	6.22343e+15
1.1056	6.24024e+15
1.1057	6.25705e+15
1.1058	6.27387e+15
1.1059	6.29069e+15
1.106	6.30751e+15
1.1061	6.32434e+15
1.1062	6.34118e+15
1.1063	6.35801e+15
1.1064	6.37485e+15
1.1065	6.3917e+15
1.1066	6.40855e+15
1.1067	6.4254e+15
1.1068	6.44226e+15
1.1069	6.45912e+15
1.107	6.47599e+15
1.1071	6.49286e+15
1.1072	6.50973e+15
1.1073	6.52661e+15
1.1074	6.54349e+15
1.1075	6.56037e+15
1.1076	6.57726e+15
1.1077	6.59319e+15
1.1078	6.6081e+15
1.1079	6.62293e+15
1.108	6.63769e+15
1.1081	6.65236e+15
1.1082	6.66696e+15
1.1083	6.68148e+15
1.1084	6.69592e+15
1.1085	6.71029e+15
1.1086	6.72457e+15
1.1087	6.73878e+15
1.1088	6.75291e+15
1.1089	6.76696e+15
1.109	6.78094e+15
1.1091	6.79483e+15
1.1092	6.80865e+15
1.1093	6.82239e+15
1.1094	6.83605e+15
1.1095	6.84964e+15
1.1096	6.86314e+15
1.1097	6.87657e+15
1.1098	6.88992e+15
1.1099	6.90319e+15
1.11	6.91639e+15
1.1101	6.9295e+15
1.1102	6.94254e+15
1.1103	6.9555e+15
1.1104	6.96839e+15
1.1105	6.98119e+15
1.1106	6.99392e+15
1.1107	7.00656e+15
1.1108	7.01914e+15
1.1109	7.03163e+15
1.111	7.04404e+15
1.1111	7.05638e+15
1.1112	7.06864e+15
1.1113	7.08082e+15
1.1114	7.09292e+15
1.1115	7.10495e+15
1.1116	7.1169e+15
1.1117	7.12876e+15
1.1118	7.14056e+15
1.1119	7.15227e+15
1.112	7.1639e+15
1.1121	7.17546e+15
1.1122	7.18694e+15
1.1123	7.19834e+15
1.1124	7.20914e+15
1.1125	7.21984e+15
1.1126	7.23044e+15
1.1127	7.24094e+15
1.1128	7.25134e+15
1.1129	7.26164e+15
1.113	7.27184e+15
1.1131	7.28194e+15
1.1132	7.29194e+15
1.1133	7.30184e+15
1.1134	7.31164e+15
1.1135	7.32134e+15
1.1136	7.33094e+15
1.1137	7.34044e+15
1.1138	7.34984e+15
1.1139	7.35914e+15
1.114	7.36834e+15
1.1141	7.37744e+15
1.1142	7.38644e+15
1.1143	7.39534e+15
1.1144	7.40414e+15
1.1145	7.41284e+15
1.1146	7.42144e+15
1.1147	7.42994e+15
1.1148	7.43835e+15
1.1149	7.44664e+15
1.115	7.45485e+15
1.1151	7.46295e+15
1.1152	7.47095e+15
1.1153	7.47885e+15
1.1154	7.48665e+15
1.1155	7.49435e+15
1.1156	7.50195e+15
1.1157	7.50945e+15
1.1158	7.51685e+15
1.1159	7.52415e+15
1.116	7.53135e+15
1.1161	7.53845e+15
1.1162	7.54545e+15
1.1163	7.55235e+15
1.1164	7.55915e+15
1.1165	7.56585e+15
1.1166	7.57245e+15
1.1167	7.57895e+15
1.1168	7.58535e+15
1.1169	7.59165e+15
1.117	7.5982e+15
1.1171	7.60502e+15
1.1172	7.61176e+15
1.1173	7.61844e+15
1.1174	7.62505e+15
1.1175	7.63159e+15
1.1176	7.63806e+15
1.1177	7.64445e+15
1.1178	7.65078e+15
1.1179	7.65704e+15
1.118	7.66322e+15
1.1181	7.66934e+15
1.1182	7.67538e+15
1.1183	7.68136e+15
1.1184	7.68726e+15
1.1185	7.6931e+15
1.1186	7.69886e+15
1.1187	7.70455e+15
1.1188	7.71017e+15
1.1189	7.71573e+15
1.119	7.72121e+15
1.1191	7.72662e+15
1.1192	7.73196e+15
1.1193	7.73723e+15
1.1194	7.74244e+15
1.1195	7.74757e+15
1.1196	7.75263e+15
1.1197	7.75762e+15
1.1198	7.76253e+15
1.1199	7.76738e+15
1.12	7.77216e+15
1.1201	7.77687e+15
1.1202	7.78151e+15
1.1203	7.78608e+15
1.1204	7.79057e+15
1.1205	7.795e+15
1.1206	7.79936e+15
1.1207	7.80364e+15
1.1208	7.80786e+15
1.1209	7.81201e+15
1.121	7.81608e+15
1.1211	7.82008e+15
1.1212	7.82402e+15
1.1213	7.82788e+15
1.1214	7.83168e+15
1.1215	7.8354e+15
1.1216	7.83905e+15
1.1217	7.84357e+15
1.1218	7.84806e+15
1.1219	7.85252e+15
1.122	7.85695e+15
1.1221	7.86135e+15
1.1222	7.86571e+15
1.1223	7.87005e+15
1.1224	7.87435e+15
1.1225	7.87863e+15
1.1226	7.88287e+15
1.1227	7.88708e+15
1.1228	7.89126e+15
1.1229	7.89541e+15
1.123	7.89953e+15
1.1231	7.90362e+15
1.1232	7.90768e+15
1.1233	7.91171e+15
1.1234	7.9157e+15
1.1235	7.91967e+15
1.1236	7.9236e+15
1.1237	7.9275e+15
1.1238	7.93138e+15
1.1239	7.93522e+15
1.124	7.93903e+15
1.1241	7.94281e+15
1.1242	7.94656e+15
1.1243	7.95027e+15
1.1244	7.95396e+15
1.1245	7.95762e+15
1.1246	7.96124e+15
1.1247	7.96484e+15
1.1248	7.9684e+15
1.1249	7.97193e+15
1.125	7.97544e+15
1.1251	7.97891e+15
1.1252	7.98235e+15
1.1253	7.98576e+15
1.1254	7.98914e+15
1.1255	7.99248e+15
1.1256	7.9958e+15
1.1257	7.99909e+15
1.1258	8.00234e+15
1.1259	8.00557e+15
1.126	8.00876e+15
1.1261	8.01192e+15
1.1262	8.01505e+15
1.1263	8.01843e+15
1.1264	8.02207e+15
1.1265	8.0257e+15
1.1266	8.02933e+15
1.1267	8.03295e+15
1.1268	8.03656e+15
1.1269	8.04016e+15
1.127	8.04376e+15
1.1271	8.04735e+15
1.1272	8.05093e+15
1.1273	8.0545e+15
1.1274	8.05807e+15
1.1275	8.06163e+15
1.1276	8.06518e+15
1.1277	8.06873e+15
1.1278	8.07227e+15
1.1279	8.0758e+15
1.128	8.07932e+15
1.1281	8.08283e+15
1.1282	8.08634e+15
1.1283	8.08984e+15
1.1284	8.09334e+15
1.1285	8.09682e+15
1.1286	8.1003e+15
1.1287	8.10377e+15
1.1288	8.10724e+15
1.1289	8.11069e+15
1.129	8.11414e+15
1.1291	8.11759e+15
1.1292	8.12102e+15
1.1293	8.12445e+15
1.1294	8.12787e+15
1.1295	8.13128e+15
1.1296	8.13469e+15
1.1297	8.13809e+15
1.1298	8.14148e+15
1.1299	8.14486e+15
1.13	8.14824e+15
1.1301	8.15161e+15
1.1302	8.15497e+15
1.1303	8.15832e+15
1.1304	8.16167e+15
1.1305	8.16501e+15
1.1306	8.16834e+15
1.1307	8.17167e+15
1.1308	8.17498e+15
1.1309	8.17829e+15
1.131	8.18191e+15
1.1311	8.18554e+15
1.1312	8.18918e+15
1.1313	8.19282e+15
1.1314	8.19646e+15
1.1315	8.20012e+15
1.1316	8.20378e+15
1.1317	8.20744e+15
1.1318	8.21111e+15
1.1319	8.21479e+15
1.132	8.21847e+15
1.1321	8.22216e+15
1.1322	8.22586e+15
1.1323	8.22956e+15
1.1324	8.23327e+15
1.1325	8.23698e+15
1.1326	8.2407e+15
1.1327	8.24442e+15
1.1328	8.24816e+15
1.1329	8.25189e+15
1.133	8.25564e+15
1.1331	8.25939e+15
1.1332	8.26314e+15
1.1333	8.26691e+15
1.1334	8.27068e+15
1.1335	8.27445e+15
1.1336	8.27823e+15
1.1337	8.28202e+15
1.1338	8.28581e+15
1.1339	8.28961e+15
1.134	8.29342e+15
1.1341	8.29723e+15
1.1342	8.30104e+15
1.1343	8.30487e+15
1.1344	8.3087e+15
1.1345	8.31253e+15
1.1346	8.31638e+15
1.1347	8.32022e+15
1.1348	8.32408e+15
1.1349	8.32794e+15
1.135	8.3318e+15
1.1351	8.33568e+15
1.1352	8.33955e+15
1.1353	8.34344e+15
1.1354	8.34733e+15
1.1355	8.35123e+15
1.1356	8.35501e+15
1.1357	8.35869e+15
1.1358	8.36236e+15
1.1359	8.36603e+15
1.136	8.36969e+15
1.1361	8.37335e+15
1.1362	8.377e+15
1.1363	8.38065e+15
1.1364	8.3843e+15
1.1365	8.38795e+15
1.1366	8.39159e+15
1.1367	8.39522e+15
1.1368	8.39886e+15
1.1369	8.40249e+15
1.137	8.40611e+15
1.1371	8.40974e+15
1.1372	8.41336e+15
1.1373	8.41697e+15
1.1374	8.42058e+15
1.1375	8.42419e+15
1.1376	8.4278e+15
1.1377	8.4314e+15
1.1378	8.435e+15
1.1379	8.43859e+15
1.138	8.44218e+15
1.1381	8.44577e+15
1.1382	8.44935e+15
1.1383	8.45293e+15
1.1384	8.4565e+15
1.1385	8.46008e+15
1.1386	8.46365e+15
1.1387	8.46721e+15
1.1388	8.47077e+15
1.1389	8.47433e+15
1.139	8.47788e+15
1.1391	8.48144e+15
1.1392	8.48498e+15
1.1393	8.48853e+15
1.1394	8.49207e+15
1.1395	8.4956e+15
1.1396	8.49913e+15
1.1397	8.50266e+15
1.1398	8.50619e+15
1.1399	8.50971e+15
1.14	8.51323e+15
1.1401	8.51674e+15
1.1402	8.52025e+15
1.1403	8.52351e+15
1.1404	8.52675e+15
1.1405	8.52997e+15
1.1406	8.53319e+15
1.1407	8.53638e+15
1.1408	8.53957e+15
1.1409	8.54274e+15
1.141	8.54589e+15
1.1411	8.54903e+15
1.1412	8.55216e+15
1.1413	8.55527e+15
1.1414	8.55837e+15
1.1415	8.56145e+15
1.1416	8.56452e+15
1.1417	8.56758e+15
1.1418	8.57062e+15
1.1419	8.57365e+15
1.142	8.57666e+15
1.1421	8.57966e+15
1.1422	8.58264e+15
1.1423	8.58561e+15
1.1424	8.58857e+15
1.1425	8.59151e+15
1.1426	8.59444e+15
1.1427	8.59735e+15
1.1428	8.60025e+15
1.1429	8.60313e+15
1.143	8.606e+15
1.1431	8.60886e+15
1.1432	8.6117e+15
1.1433	8.61453e+15
1.1434	8.61734e+15
1.1435	8.62014e+15
1.1436	8.62293e+15
1.1437	8.6257e+15
1.1438	8.62845e+15
1.1439	8.63119e+15
1.144	8.63392e+15
1.1441	8.63664e+15
1.1442	8.63934e+15
1.1443	8.64202e+15
1.1444	8.64469e+15
1.1445	8.64735e+15
1.1446	8.64999e+15
1.1447	8.65262e+15
1.1448	8.65523e+15
1.1449	8.65771e+15
1.145	8.66005e+15
1.1451	8.66236e+15
1.1452	8.66465e+15
1.1453	8.66691e+15
1.1454	8.66915e+15
1.1455	8.67137e+15
1.1456	8.67356e+15
1.1457	8.67572e+15
1.1458	8.67786e+15
1.1459	8.67998e+15
1.146	8.68207e+15
1.1461	8.68414e+15
1.1462	8.68618e+15
1.1463	8.6882e+15
1.1464	8.6902e+15
1.1465	8.69217e+15
1.1466	8.69411e+15
1.1467	8.69603e+15
1.1468	8.69793e+15
1.1469	8.6998e+15
1.147	8.70165e+15
1.1471	8.70347e+15
1.1472	8.70527e+15
1.1473	8.70705e+15
1.1474	8.7088e+15
1.1475	8.71052e+15
1.1476	8.71222e+15
1.1477	8.7139e+15
1.1478	8.71555e+15
1.1479	8.71718e+15
1.148	8.71878e+15
1.1481	8.72036e+15
1.1482	8.72191e+15
1.1483	8.72344e+15
1.1484	8.72495e+15
1.1485	8.72643e+15
1.1486	8.72788e+15
1.1487	8.72931e+15
1.1488	8.73072e+15
1.1489	8.7321e+15
1.149	8.73346e+15
1.1491	8.73479e+15
1.1492	8.7361e+15
1.1493	8.73739e+15
1.1494	8.73865e+15
1.1495	8.73988e+15
1.1496	8.7414e+15
1.1497	8.74291e+15
1.1498	8.7444e+15
1.1499	8.74588e+15
1.15	8.74735e+15
1.1501	8.74881e+15
1.1502	8.75026e+15
1.1503	8.7517e+15
1.1504	8.75312e+15
1.1505	8.75453e+15
1.1506	8.75594e+15
1.1507	8.75733e+15
1.1508	8.7587e+15
1.1509	8.76007e+15
1.151	8.76143e+15
1.1511	8.76277e+15
1.1512	8.7641e+15
1.1513	8.76542e+15
1.1514	8.76673e+15
1.1515	8.76803e+15
1.1516	8.76931e+15
1.1517	8.77059e+15
1.1518	8.77185e+15
1.1519	8.7731e+15
1.152	8.77434e+15
1.1521	8.77557e+15
1.1522	8.77678e+15
1.1523	8.77799e+15
1.1524	8.77918e+15
1.1525	8.78036e+15
1.1526	8.78153e+15
1.1527	8.78269e+15
1.1528	8.78384e+15
1.1529	8.78497e+15
1.153	8.7861e+15
1.1531	8.78721e+15
1.1532	8.78831e+15
1.1533	8.7894e+15
1.1534	8.79048e+15
1.1535	8.79154e+15
1.1536	8.79259e+15
1.1537	8.79364e+15
1.1538	8.79467e+15
1.1539	8.79569e+15
1.154	8.79669e+15
1.1541	8.79769e+15
1.1542	8.79896e+15
1.1543	8.80052e+15
1.1544	8.8021e+15
1.1545	8.80368e+15
1.1546	8.80528e+15
1.1547	8.8069e+15
1.1548	8.80852e+15
1.1549	8.81016e+15
1.155	8.81181e+15
1.1551	8.81347e+15
1.1552	8.81515e+15
1.1553	8.81684e+15
1.1554	8.81854e+15
1.1555	8.82026e+15
1.1556	8.82198e+15
1.1557	8.82372e+15
1.1558	8.82547e+15
1.1559	8.82724e+15
1.156	8.82902e+15
1.1561	8.83081e+15
1.1562	8.83261e+15
1.1563	8.83443e+15
1.1564	8.83626e+15
1.1565	8.8381e+15
1.1566	8.83995e+15
1.1567	8.84182e+15
1.1568	8.8437e+15
1.1569	8.84559e+15
1.157	8.84749e+15
1.1571	8.84941e+15
1.1572	8.85134e+15
1.1573	8.85328e+15
1.1574	8.85524e+15
1.1575	8.85721e+15
1.1576	8.85919e+15
1.1577	8.86118e+15
1.1578	8.86319e+15
1.1579	8.86521e+15
1.158	8.86724e+15
1.1581	8.86928e+15
1.1582	8.87134e+15
1.1583	8.87341e+15
1.1584	8.8755e+15
1.1585	8.87759e+15
1.1586	8.8797e+15
1.1587	8.88182e+15
1.1588	8.88395e+15
1.1589	8.88643e+15
1.159	8.88894e+15
1.1591	8.89148e+15
1.1592	8.89404e+15
1.1593	8.89663e+15
1.1594	8.89924e+15
1.1595	8.90189e+15
1.1596	8.90456e+15
1.1597	8.90725e+15
1.1598	8.90998e+15
1.1599	8.91273e+15
1.16	8.9155e+15
1.1601	8.91831e+15
1.1602	8.92114e+15
1.1603	8.924e+15
1.1604	8.92688e+15
1.1605	8.92979e+15
1.1606	8.93273e+15
1.1607	8.9357e+15
1.1608	8.93869e+15
1.1609	8.94171e+15
1.161	8.94475e+15
1.1611	8.94782e+15
1.1612	8.95092e+15
1.1613	8.95405e+15
1.1614	8.9572e+15
1.1615	8.96038e+15
1.1616	8.96359e+15
1.1617	8.96682e+15
1.1618	8.97008e+15
1.1619	8.97337e+15
1.162	8.97668e+15
1.1621	8.98002e+15
1.1622	8.98339e+15
1.1623	8.98678e+15
1.1624	8.99021e+15
1.1625	8.99365e+15
1.1626	8.99713e+15
1.1627	9.00063e+15
1.1628	9.00416e+15
1.1629	9.00771e+15
1.163	9.01129e+15
1.1631	9.0149e+15
1.1632	9.01854e+15
1.1633	9.0222e+15
1.1634	9.02589e+15
1.1635	9.02957e+15
1.1636	9.03324e+15
1.1637	9.03693e+15
1.1638	9.04064e+15
1.1639	9.04438e+15
1.164	9.04814e+15
1.1641	9.05192e+15
1.1642	9.05573e+15
1.1643	9.05956e+15
1.1644	9.06342e+15
1.1645	9.0673e+15
1.1646	9.0712e+15
1.1647	9.07513e+15
1.1648	9.07908e+15
1.1649	9.08305e+15
1.165	9.08705e+15
1.1651	9.09107e+15
1.1652	9.09512e+15
1.1653	9.09919e+15
1.1654	9.10328e+15
1.1655	9.1074e+15
1.1656	9.11154e+15
1.1657	9.1157e+15
1.1658	9.11989e+15
1.1659	9.1241e+15
1.166	9.12833e+15
1.1661	9.13259e+15
1.1662	9.13687e+15
1.1663	9.14118e+15
1.1664	9.14551e+15
1.1665	9.14986e+15
1.1666	9.15424e+15
1.1667	9.15864e+15
1.1668	9.16306e+15
1.1669	9.16751e+15
1.167	9.17198e+15
1.1671	9.17648e+15
1.1672	9.181e+15
1.1673	9.18554e+15
1.1674	9.1901e+15
1.1675	9.19469e+15
1.1676	9.19931e+15
1.1677	9.20394e+15
1.1678	9.2086e+15
1.1679	9.21329e+15
1.168	9.218e+15
1.1681	9.22273e+15
1.1682	9.22728e+15
1.1683	9.23184e+15
1.1684	9.23642e+15
1.1685	9.24102e+15
1.1686	9.24562e+15
1.1687	9.25025e+15
1.1688	9.25489e+15
1.1689	9.25954e+15
1.169	9.26421e+15
1.1691	9.2689e+15
1.1692	9.2736e+15
1.1693	9.27831e+15
1.1694	9.28304e+15
1.1695	9.28779e+15
1.1696	9.29255e+15
1.1697	9.29732e+15
1.1698	9.30211e+15
1.1699	9.30691e+15
1.17	9.31173e+15
1.1701	9.31657e+15
1.1702	9.32142e+15
1.1703	9.32628e+15
1.1704	9.33116e+15
1.1705	9.33606e+15
1.1706	9.34097e+15
1.1707	9.34589e+15
1.1708	9.35083e+15
1.1709	9.35579e+15
1.171	9.36076e+15
1.1711	9.36574e+15
1.1712	9.37074e+15
1.1713	9.37575e+15
1.1714	9.38078e+15
1.1715	9.38583e+15
1.1716	9.39089e+15
1.1717	9.39596e+15
1.1718	9.40105e+15
1.1719	9.40616e+15
1.172	9.41128e+15
1.1721	9.41641e+15
1.1722	9.42156e+15
1.1723	9.42673e+15
1.1724	9.43191e+15
1.1725	9.4371e+15
1.1726	9.44231e+15
1.1727	9.44754e+15
1.1728	9.45259e+15
1.1729	9.45747e+15
1.173	9.46235e+15
1.1731	9.46723e+15
1.1732	9.47211e+15
1.1733	9.47699e+15
1.1734	9.48187e+15
1.1735	9.48675e+15
1.1736	9.49162e+15
1.1737	9.4965e+15
1.1738	9.50138e+15
1.1739	9.50625e+15
1.174	9.51113e+15
1.1741	9.516e+15
1.1742	9.52088e+15
1.1743	9.52575e+15
1.1744	9.53062e+15
1.1745	9.5355e+15
1.1746	9.54037e+15
1.1747	9.54524e+15
1.1748	9.55011e+15
1.1749	9.55498e+15
1.175	9.55986e+15
1.1751	9.56473e+15
1.1752	9.5696e+15
1.1753	9.57447e+15
1.1754	9.57934e+15
1.1755	9.5842e+15
1.1756	9.58907e+15
1.1757	9.59394e+15
1.1758	9.59881e+15
1.1759	9.60367e+15
1.176	9.60854e+15
1.1761	9.61341e+15
1.1762	9.61827e+15
1.1763	9.62314e+15
1.1764	9.628e+15
1.1765	9.63287e+15
1.1766	9.63773e+15
1.1767	9.64259e+15
1.1768	9.64746e+15
1.1769	9.65232e+15
1.177	9.65718e+15
1.1771	9.66204e+15
1.1772	9.6669e+15
1.1773	9.67176e+15
1.1774	9.67662e+15
1.1775	9.68133e+15
1.1776	9.68604e+15
1.1777	9.69073e+15
1.1778	9.69542e+15
1.1779	9.7001e+15
1.178	9.70478e+15
1.1781	9.70945e+15
1.1782	9.71411e+15
1.1783	9.71877e+15
1.1784	9.72342e+15
1.1785	9.72806e+15
1.1786	9.73269e+15
1.1787	9.73732e+15
1.1788	9.74194e+15
1.1789	9.74656e+15
1.179	9.75117e+15
1.1791	9.75577e+15
1.1792	9.76036e+15
1.1793	9.76495e+15
1.1794	9.76953e+15
1.1795	9.77411e+15
1.1796	9.77867e+15
1.1797	9.78324e+15
1.1798	9.78779e+15
1.1799	9.79234e+15
1.18	9.79688e+15
1.1801	9.80141e+15
1.1802	9.80594e+15
1.1803	9.81046e+15
1.1804	9.81497e+15
1.1805	9.81948e+15
1.1806	9.82398e+15
1.1807	9.82847e+15
1.1808	9.83296e+15
1.1809	9.83744e+15
1.181	9.84191e+15
1.1811	9.84638e+15
1.1812	9.85084e+15
1.1813	9.85529e+15
1.1814	9.85974e+15
1.1815	9.86418e+15
1.1816	9.86861e+15
1.1817	9.87303e+15
1.1818	9.87745e+15
1.1819	9.88187e+15
1.182	9.88627e+15
1.1821	9.89056e+15
1.1822	9.89473e+15
1.1823	9.89889e+15
1.1824	9.90303e+15
1.1825	9.90715e+15
1.1826	9.91126e+15
1.1827	9.91535e+15
1.1828	9.91943e+15
1.1829	9.92349e+15
1.183	9.92753e+15
1.1831	9.93156e+15
1.1832	9.93558e+15
1.1833	9.93957e+15
1.1834	9.94355e+15
1.1835	9.94752e+15
1.1836	9.95147e+15
1.1837	9.9554e+15
1.1838	9.95932e+15
1.1839	9.96322e+15
1.184	9.96711e+15
1.1841	9.97098e+15
1.1842	9.97483e+15
1.1843	9.97867e+15
1.1844	9.98249e+15
1.1845	9.9863e+15
1.1846	9.99009e+15
1.1847	9.99387e+15
1.1848	9.99763e+15
1.1849	1.00014e+16
1.185	1.00051e+16
1.1851	1.00088e+16
1.1852	1.00125e+16
1.1853	1.00162e+16
1.1854	1.00198e+16
1.1855	1.00235e+16
1.1856	1.00271e+16
1.1857	1.00307e+16
1.1858	1.00343e+16
1.1859	1.00379e+16
1.186	1.00415e+16
1.1861	1.00451e+16
1.1862	1.00486e+16
1.1863	1.00521e+16
1.1864	1.00556e+16
1.1865	1.00591e+16
1.1866	1.00626e+16
1.1867	1.0066e+16
1.1868	1.00696e+16
1.1869	1.00731e+16
1.187	1.00767e+16
1.1871	1.00802e+16
1.1872	1.00837e+16
1.1873	1.00872e+16
1.1874	1.00907e+16
1.1875	1.00942e+16
1.1876	1.00977e+16
1.1877	1.01011e+16
1.1878	1.01046e+16
1.1879	1.0108e+16
1.188	1.01114e+16
1.1881	1.01148e+16
1.1882	1.01182e+16
1.1883	1.01216e+16
1.1884	1.0125e+16
1.1885	1.01284e+16
1.1886	1.01317e+16
1.1887	1.01351e+16
1.1888	1.01384e+16
1.1889	1.01418e+16
1.189	1.01451e+16
1.1891	1.01484e+16
1.1892	1.01517e+16
1.1893	1.01549e+16
1.1894	1.01582e+16
1.1895	1.01615e+16
1.1896	1.01647e+16
1.1897	1.0168e+16
1.1898	1.01712e+16
1.1899	1.01744e+16
1.19	1.01776e+16
1.1901	1.01808e+16
1.1902	1.0184e+16
1.1903	1.01872e+16
1.1904	1.01903e+16
1.1905	1.01935e+16
1.1906	1.01966e+16
1.1907	1.01997e+16
1.1908	1.02029e+16
1.1909	1.0206e+16
1.191	1.02091e+16
1.1911	1.02121e+16
1.1912	1.02152e+16
1.1913	1.02183e+16
1.1914	1.02214e+16
1.1915	1.02247e+16
1.1916	1.02279e+16
1.1917	1.02311e+16
1.1918	1.02343e+16
1.1919	1.02376e+16
1.192	1.02408e+16
1.1921	1.0244e+16
1.1922	1.02472e+16
1.1923	1.02504e+16
1.1924	1.02536e+16
1.1925	1.02568e+16
1.1926	1.026e+16
1.1927	1.02632e+16
1.1928	1.02664e+16
1.1929	1.02696e+16
1.193	1.02728e+16
1.1931	1.0276e+16
1.1932	1.02792e+16
1.1933	1.02823e+16
1.1934	1.02855e+16
1.1935	1.02887e+16
1.1936	1.02919e+16
1.1937	1.0295e+16
1.1938	1.02982e+16
1.1939	1.03014e+16
1.194	1.03045e+16
1.1941	1.03077e+16
1.1942	1.03108e+16
1.1943	1.0314e+16
1.1944	1.03171e+16
1.1945	1.03203e+16
1.1946	1.03234e+16
1.1947	1.03265e+16
1.1948	1.03297e+16
1.1949	1.03328e+16
1.195	1.03359e+16
1.1951	1.03391e+16
1.1952	1.03422e+16
1.1953	1.03453e+16
1.1954	1.03484e+16
1.1955	1.03515e+16
1.1956	1.03546e+16
1.1957	1.03577e+16
1.1958	1.03608e+16
1.1959	1.03639e+16
1.196	1.0367e+16
1.1961	1.03703e+16
1.1962	1.03736e+16
1.1963	1.03769e+16
1.1964	1.03802e+16
1.1965	1.03835e+16
1.1966	1.03868e+16
1.1967	1.03901e+16
1.1968	1.03934e+16
1.1969	1.03967e+16
1.197	1.04e+16
1.1971	1.04033e+16
1.1972	1.04067e+16
1.1973	1.041e+16
1.1974	1.04133e+16
1.1975	1.04167e+16
1.1976	1.042e+16
1.1977	1.04234e+16
1.1978	1.04267e+16
1.1979	1.04301e+16
1.198	1.04334e+16
1.1981	1.04368e+16
1.1982	1.04402e+16
1.1983	1.04436e+16
1.1984	1.04469e+16
1.1985	1.04503e+16
1.1986	1.04537e+16
1.1987	1.04571e+16
1.1988	1.04605e+16
1.1989	1.04639e+16
1.199	1.04673e+16
1.1991	1.04708e+16
1.1992	1.04742e+16
1.1993	1.04776e+16
1.1994	1.0481e+16
1.1995	1.04845e+16
1.1996	1.04879e+16
1.1997	1.04913e+16
1.1998	1.04948e+16
1.1999	1.04982e+16
1.2	1.05017e+16
1.2001	1.05052e+16
1.2002	1.05086e+16
1.2003	1.05121e+16
1.2004	1.05156e+16
1.2005	1.05191e+16
1.2006	1.05225e+16
1.2007	1.0526e+16
1.2008	1.05293e+16
1.2009	1.05327e+16
1.201	1.0536e+16
1.2011	1.05394e+16
1.2012	1.05427e+16
1.2013	1.05461e+16
1.2014	1.05494e+16
1.2015	1.05527e+16
1.2016	1.05561e+16
1.2017	1.05594e+16
1.2018	1.05628e+16
1.2019	1.05661e+16
1.202	1.05694e+16
1.2021	1.05728e+16
1.2022	1.05761e+16
1.2023	1.05795e+16
1.2024	1.05828e+16
1.2025	1.05861e+16
1.2026	1.05894e+16
1.2027	1.05928e+16
1.2028	1.05961e+16
1.2029	1.05994e+16
1.203	1.06028e+16
1.2031	1.06061e+16
1.2032	1.06094e+16
1.2033	1.06127e+16
1.2034	1.0616e+16
1.2035	1.06194e+16
1.2036	1.06227e+16
1.2037	1.0626e+16
1.2038	1.06293e+16
1.2039	1.06326e+16
1.204	1.06359e+16
1.2041	1.06393e+16
1.2042	1.06426e+16
1.2043	1.06459e+16
1.2044	1.06492e+16
1.2045	1.06525e+16
1.2046	1.06558e+16
1.2047	1.06591e+16
1.2048	1.06624e+16
1.2049	1.06657e+16
1.205	1.0669e+16
1.2051	1.06723e+16
1.2052	1.06756e+16
1.2053	1.06789e+16
1.2054	1.0682e+16
1.2055	1.06851e+16
1.2056	1.06881e+16
1.2057	1.06912e+16
1.2058	1.06942e+16
1.2059	1.06973e+16
1.206	1.07003e+16
1.2061	1.07033e+16
1.2062	1.07063e+16
1.2063	1.07093e+16
1.2064	1.07123e+16
1.2065	1.07152e+16
1.2066	1.07182e+16
1.2067	1.07211e+16
1.2068	1.07241e+16
1.2069	1.0727e+16
1.207	1.07299e+16
1.2071	1.07328e+16
1.2072	1.07357e+16
1.2073	1.07386e+16
1.2074	1.07415e+16
1.2075	1.07444e+16
1.2076	1.07472e+16
1.2077	1.07501e+16
1.2078	1.07529e+16
1.2079	1.07557e+16
1.208	1.07585e+16
1.2081	1.07614e+16
1.2082	1.07641e+16
1.2083	1.07669e+16
1.2084	1.07697e+16
1.2085	1.07725e+16
1.2086	1.07752e+16
1.2087	1.0778e+16
1.2088	1.07807e+16
1.2089	1.07834e+16
1.209	1.07861e+16
1.2091	1.07888e+16
1.2092	1.07915e+16
1.2093	1.07942e+16
1.2094	1.07969e+16
1.2095	1.07996e+16
1.2096	1.08022e+16
1.2097	1.08049e+16
1.2098	1.08075e+16
1.2099	1.08101e+16
1.21	1.08128e+16
1.2101	1.08155e+16
1.2102	1.08182e+16
1.2103	1.0821e+16
1.2104	1.08237e+16
1.2105	1.08264e+16
1.2106	1.08291e+16
1.2107	1.08318e+16
1.2108	1.08345e+16
1.2109	1.08372e+16
1.211	1.08399e+16
1.2111	1.08426e+16
1.2112	1.08453e+16
1.2113	1.0848e+16
1.2114	1.08506e+16
1.2115	1.08533e+16
