Wavelength	Sensitivity
1.2116	1.0856e+16
1.2117	1.08586e+16
1.2118	1.08613e+16
1.2119	1.08639e+16
1.212	1.08666e+16
1.2121	1.08692e+16
1.2122	1.08718e+16
1.2123	1.08745e+16
1.2124	1.08771e+16
1.2125	1.08797e+16
1.2126	1.08823e+16
1.2127	1.0885e+16
1.2128	1.08876e+16
1.2129	1.08902e+16
1.213	1.08928e+16
1.2131	1.08954e+16
1.2132	1.08979e+16
1.2133	1.09005e+16
1.2134	1.09031e+16
1.2135	1.09057e+16
1.2136	1.09082e+16
1.2137	1.09108e+16
1.2138	1.09134e+16
1.2139	1.09159e+16
1.214	1.09185e+16
1.2141	1.0921e+16
1.2142	1.09236e+16
1.2143	1.09261e+16
1.2144	1.09286e+16
1.2145	1.09312e+16
1.2146	1.09337e+16
1.2147	1.09365e+16
1.2148	1.09393e+16
1.2149	1.09421e+16
1.215	1.09449e+16
1.2151	1.09477e+16
1.2152	1.09506e+16
1.2153	1.09534e+16
1.2154	1.09562e+16
1.2155	1.09591e+16
1.2156	1.0962e+16
1.2157	1.09648e+16
1.2158	1.09677e+16
1.2159	1.09706e+16
1.216	1.09735e+16
1.2161	1.09764e+16
1.2162	1.09793e+16
1.2163	1.09822e+16
1.2164	1.09851e+16
1.2165	1.0988e+16
1.2166	1.0991e+16
1.2167	1.09939e+16
1.2168	1.09968e+16
1.2169	1.09998e+16
1.217	1.10028e+16
1.2171	1.10057e+16
1.2172	1.10087e+16
1.2173	1.10117e+16
1.2174	1.10147e+16
1.2175	1.10177e+16
1.2176	1.10207e+16
1.2177	1.10237e+16
1.2178	1.10267e+16
1.2179	1.10297e+16
1.218	1.10327e+16
1.2181	1.10358e+16
1.2182	1.10388e+16
1.2183	1.10419e+16
1.2184	1.10449e+16
1.2185	1.1048e+16
1.2186	1.10511e+16
1.2187	1.10542e+16
1.2188	1.10572e+16
1.2189	1.10603e+16
1.219	1.10634e+16
1.2191	1.10665e+16
1.2192	1.10697e+16
1.2193	1.10727e+16
1.2194	1.10758e+16
1.2195	1.10788e+16
1.2196	1.10819e+16
1.2197	1.10849e+16
1.2198	1.1088e+16
1.2199	1.1091e+16
1.22	1.10941e+16
1.2201	1.10972e+16
1.2202	1.11002e+16
1.2203	1.11033e+16
1.2204	1.11064e+16
1.2205	1.11095e+16
1.2206	1.11125e+16
1.2207	1.11156e+16
1.2208	1.11187e+16
1.2209	1.11218e+16
1.221	1.11249e+16
1.2211	1.1128e+16
1.2212	1.11311e+16
1.2213	1.11342e+16
1.2214	1.11373e+16
1.2215	1.11404e+16
1.2216	1.11435e+16
1.2217	1.11467e+16
1.2218	1.11498e+16
1.2219	1.11529e+16
1.222	1.1156e+16
1.2221	1.11592e+16
1.2222	1.11623e+16
1.2223	1.11655e+16
1.2224	1.11686e+16
1.2225	1.11717e+16
1.2226	1.11749e+16
1.2227	1.1178e+16
1.2228	1.11812e+16
1.2229	1.11844e+16
1.223	1.11875e+16
1.2231	1.11907e+16
1.2232	1.11939e+16
1.2233	1.1197e+16
1.2234	1.12002e+16
1.2235	1.12034e+16
1.2236	1.12066e+16
1.2237	1.12098e+16
1.2238	1.1213e+16
1.2239	1.12162e+16
1.224	1.12191e+16
1.2241	1.1222e+16
1.2242	1.1225e+16
1.2243	1.12279e+16
1.2244	1.12308e+16
1.2245	1.12337e+16
1.2246	1.12366e+16
1.2247	1.12395e+16
1.2248	1.12424e+16
1.2249	1.12453e+16
1.225	1.12482e+16
1.2251	1.1251e+16
1.2252	1.12539e+16
1.2253	1.12567e+16
1.2254	1.12596e+16
1.2255	1.12624e+16
1.2256	1.12652e+16
1.2257	1.12681e+16
1.2258	1.12709e+16
1.2259	1.12737e+16
1.226	1.12765e+16
1.2261	1.12793e+16
1.2262	1.12821e+16
1.2263	1.12848e+16
1.2264	1.12876e+16
1.2265	1.12904e+16
1.2266	1.12931e+16
1.2267	1.12959e+16
1.2268	1.12986e+16
1.2269	1.13013e+16
1.227	1.13041e+16
1.2271	1.13068e+16
1.2272	1.13095e+16
1.2273	1.13122e+16
1.2274	1.13149e+16
1.2275	1.13176e+16
1.2276	1.13203e+16
1.2277	1.1323e+16
1.2278	1.13256e+16
1.2279	1.13283e+16
1.228	1.13309e+16
1.2281	1.13336e+16
1.2282	1.13362e+16
1.2283	1.13389e+16
1.2284	1.13415e+16
1.2285	1.13441e+16
1.2286	1.13467e+16
1.2287	1.13494e+16
1.2288	1.1352e+16
1.2289	1.13546e+16
1.229	1.13572e+16
1.2291	1.13598e+16
1.2292	1.13624e+16
1.2293	1.1365e+16
1.2294	1.13676e+16
1.2295	1.13702e+16
1.2296	1.13728e+16
1.2297	1.13753e+16
1.2298	1.13779e+16
1.2299	1.13805e+16
1.23	1.1383e+16
1.2301	1.13856e+16
1.2302	1.13881e+16
1.2303	1.13906e+16
1.2304	1.13931e+16
1.2305	1.13957e+16
1.2306	1.13982e+16
1.2307	1.14007e+16
1.2308	1.14032e+16
1.2309	1.14057e+16
1.231	1.14082e+16
1.2311	1.14107e+16
1.2312	1.14131e+16
1.2313	1.14156e+16
1.2314	1.14181e+16
1.2315	1.14205e+16
1.2316	1.1423e+16
1.2317	1.14254e+16
1.2318	1.14279e+16
1.2319	1.14303e+16
1.232	1.14327e+16
1.2321	1.14351e+16
1.2322	1.14376e+16
1.2323	1.144e+16
1.2324	1.14424e+16
1.2325	1.14448e+16
1.2326	1.14472e+16
1.2327	1.14495e+16
1.2328	1.14519e+16
1.2329	1.14543e+16
1.233	1.14567e+16
1.2331	1.1459e+16
1.2332	1.14614e+16
1.2333	1.1464e+16
1.2334	1.14666e+16
1.2335	1.14692e+16
1.2336	1.14718e+16
1.2337	1.14744e+16
1.2338	1.1477e+16
1.2339	1.14796e+16
1.234	1.14822e+16
1.2341	1.14848e+16
1.2342	1.14874e+16
1.2343	1.14901e+16
1.2344	1.14927e+16
1.2345	1.14953e+16
1.2346	1.1498e+16
1.2347	1.15006e+16
1.2348	1.15032e+16
1.2349	1.15059e+16
1.235	1.15086e+16
1.2351	1.15112e+16
1.2352	1.15139e+16
1.2353	1.15165e+16
1.2354	1.15192e+16
1.2355	1.15219e+16
1.2356	1.15246e+16
1.2357	1.15272e+16
1.2358	1.15299e+16
1.2359	1.15326e+16
1.236	1.15353e+16
1.2361	1.1538e+16
1.2362	1.15407e+16
1.2363	1.15434e+16
1.2364	1.15461e+16
1.2365	1.15488e+16
1.2366	1.15515e+16
1.2367	1.15543e+16
1.2368	1.1557e+16
1.2369	1.15597e+16
1.237	1.15625e+16
1.2371	1.15652e+16
1.2372	1.15679e+16
1.2373	1.15707e+16
1.2374	1.15734e+16
1.2375	1.15762e+16
1.2376	1.15789e+16
1.2377	1.15817e+16
1.2378	1.15845e+16
1.2379	1.15871e+16
1.238	1.15897e+16
1.2381	1.15922e+16
1.2382	1.15948e+16
1.2383	1.15974e+16
1.2384	1.15999e+16
1.2385	1.16024e+16
1.2386	1.1605e+16
1.2387	1.16075e+16
1.2388	1.161e+16
1.2389	1.16126e+16
1.239	1.16151e+16
1.2391	1.16176e+16
1.2392	1.16201e+16
1.2393	1.16226e+16
1.2394	1.16251e+16
1.2395	1.16276e+16
1.2396	1.16301e+16
1.2397	1.16326e+16
1.2398	1.1635e+16
1.2399	1.16375e+16
1.24	1.164e+16
1.2401	1.16425e+16
1.2402	1.16449e+16
1.2403	1.16474e+16
1.2404	1.16498e+16
1.2405	1.16523e+16
1.2406	1.16547e+16
1.2407	1.16572e+16
1.2408	1.16596e+16
1.2409	1.1662e+16
1.241	1.16644e+16
1.2411	1.16669e+16
1.2412	1.16693e+16
1.2413	1.16717e+16
1.2414	1.16741e+16
1.2415	1.16765e+16
1.2416	1.16789e+16
1.2417	1.16813e+16
1.2418	1.16837e+16
1.2419	1.16861e+16
1.242	1.16884e+16
1.2421	1.16908e+16
1.2422	1.16932e+16
1.2423	1.16955e+16
1.2424	1.16979e+16
1.2425	1.17003e+16
1.2426	1.17026e+16
1.2427	1.17049e+16
1.2428	1.17072e+16
1.2429	1.17095e+16
1.243	1.17118e+16
1.2431	1.1714e+16
1.2432	1.17163e+16
1.2433	1.17186e+16
1.2434	1.17208e+16
1.2435	1.17231e+16
1.2436	1.17254e+16
1.2437	1.17276e+16
1.2438	1.17298e+16
1.2439	1.17321e+16
1.244	1.17343e+16
1.2441	1.17365e+16
1.2442	1.17387e+16
1.2443	1.17409e+16
1.2444	1.17431e+16
1.2445	1.17453e+16
1.2446	1.17475e+16
1.2447	1.17497e+16
1.2448	1.17519e+16
1.2449	1.1754e+16
1.245	1.17562e+16
1.2451	1.17584e+16
1.2452	1.17605e+16
1.2453	1.17627e+16
1.2454	1.17648e+16
1.2455	1.17669e+16
1.2456	1.17691e+16
1.2457	1.17712e+16
1.2458	1.17733e+16
1.2459	1.17754e+16
1.246	1.17775e+16
1.2461	1.17796e+16
1.2462	1.17817e+16
1.2463	1.17838e+16
1.2464	1.17858e+16
1.2465	1.17879e+16
1.2466	1.179e+16
1.2467	1.1792e+16
1.2468	1.17941e+16
1.2469	1.17961e+16
1.247	1.17982e+16
1.2471	1.18002e+16
1.2472	1.18022e+16
1.2473	1.18042e+16
1.2474	1.18062e+16
1.2475	1.18081e+16
1.2476	1.18101e+16
1.2477	1.1812e+16
1.2478	1.1814e+16
1.2479	1.18159e+16
1.248	1.18178e+16
1.2481	1.18198e+16
1.2482	1.18217e+16
1.2483	1.18236e+16
1.2484	1.18255e+16
1.2485	1.18274e+16
1.2486	1.18292e+16
1.2487	1.18311e+16
1.2488	1.1833e+16
1.2489	1.18348e+16
1.249	1.18367e+16
1.2491	1.18385e+16
1.2492	1.18404e+16
1.2493	1.18422e+16
1.2494	1.1844e+16
1.2495	1.18458e+16
1.2496	1.18476e+16
1.2497	1.18494e+16
1.2498	1.18512e+16
1.2499	1.1853e+16
1.25	1.18547e+16
1.2501	1.18565e+16
1.2502	1.18583e+16
1.2503	1.186e+16
1.2504	1.18617e+16
1.2505	1.18635e+16
1.2506	1.18652e+16
1.2507	1.18669e+16
1.2508	1.18686e+16
1.2509	1.18703e+16
1.251	1.1872e+16
1.2511	1.18737e+16
1.2512	1.18754e+16
1.2513	1.1877e+16
1.2514	1.18787e+16
1.2515	1.18803e+16
1.2516	1.1882e+16
1.2517	1.18836e+16
1.2518	1.18853e+16
1.2519	1.18872e+16
1.252	1.18891e+16
1.2521	1.1891e+16
1.2522	1.18929e+16
1.2523	1.18949e+16
1.2524	1.18968e+16
1.2525	1.18988e+16
1.2526	1.19007e+16
1.2527	1.19027e+16
1.2528	1.19046e+16
1.2529	1.19066e+16
1.253	1.19085e+16
1.2531	1.19105e+16
1.2532	1.19125e+16
1.2533	1.19145e+16
1.2534	1.19164e+16
1.2535	1.19184e+16
1.2536	1.19204e+16
1.2537	1.19224e+16
1.2538	1.19244e+16
1.2539	1.19264e+16
1.254	1.19284e+16
1.2541	1.19304e+16
1.2542	1.19325e+16
1.2543	1.19345e+16
1.2544	1.19365e+16
1.2545	1.19385e+16
1.2546	1.19406e+16
1.2547	1.19426e+16
1.2548	1.19447e+16
1.2549	1.19467e+16
1.255	1.19488e+16
1.2551	1.19508e+16
1.2552	1.19529e+16
1.2553	1.1955e+16
1.2554	1.1957e+16
1.2555	1.19591e+16
1.2556	1.19612e+16
1.2557	1.19633e+16
1.2558	1.19654e+16
1.2559	1.19675e+16
1.256	1.19696e+16
1.2561	1.19717e+16
1.2562	1.19738e+16
1.2563	1.19759e+16
1.2564	1.1978e+16
1.2565	1.19799e+16
1.2566	1.19815e+16
1.2567	1.19831e+16
1.2568	1.19846e+16
1.2569	1.19862e+16
1.257	1.19877e+16
1.2571	1.19892e+16
1.2572	1.19907e+16
1.2573	1.19921e+16
1.2574	1.19936e+16
1.2575	1.1995e+16
1.2576	1.19964e+16
1.2577	1.19979e+16
1.2578	1.19992e+16
1.2579	1.20006e+16
1.258	1.20019e+16
1.2581	1.20033e+16
1.2582	1.20046e+16
1.2583	1.20059e+16
1.2584	1.20072e+16
1.2585	1.20084e+16
1.2586	1.20097e+16
1.2587	1.20109e+16
1.2588	1.20121e+16
1.2589	1.20133e+16
1.259	1.20145e+16
1.2591	1.20156e+16
1.2592	1.20168e+16
1.2593	1.20179e+16
1.2594	1.2019e+16
1.2595	1.20201e+16
1.2596	1.20211e+16
1.2597	1.20222e+16
1.2598	1.20232e+16
1.2599	1.20242e+16
1.26	1.20252e+16
1.2601	1.20262e+16
1.2602	1.20272e+16
1.2603	1.20281e+16
1.2604	1.20291e+16
1.2605	1.203e+16
1.2606	1.20309e+16
1.2607	1.20317e+16
1.2608	1.20326e+16
1.2609	1.20334e+16
1.261	1.20343e+16
1.2611	1.20351e+16
1.2612	1.20363e+16
1.2613	1.20376e+16
1.2614	1.20388e+16
1.2615	1.20401e+16
1.2616	1.20413e+16
1.2617	1.20426e+16
1.2618	1.20438e+16
1.2619	1.20451e+16
1.262	1.20463e+16
1.2621	1.20476e+16
1.2622	1.20488e+16
1.2623	1.20501e+16
1.2624	1.20514e+16
1.2625	1.20526e+16
1.2626	1.20539e+16
1.2627	1.20552e+16
1.2628	1.20564e+16
1.2629	1.20577e+16
1.263	1.2059e+16
1.2631	1.20602e+16
1.2632	1.20615e+16
1.2633	1.20628e+16
1.2634	1.20641e+16
1.2635	1.20654e+16
1.2636	1.20666e+16
1.2637	1.20679e+16
1.2638	1.20692e+16
1.2639	1.20705e+16
1.264	1.20718e+16
1.2641	1.20731e+16
1.2642	1.20744e+16
1.2643	1.20757e+16
1.2644	1.2077e+16
1.2645	1.20783e+16
1.2646	1.20796e+16
1.2647	1.20809e+16
1.2648	1.20822e+16
1.2649	1.20835e+16
1.265	1.20848e+16
1.2651	1.20861e+16
1.2652	1.20874e+16
1.2653	1.20887e+16
1.2654	1.209e+16
1.2655	1.20913e+16
1.2656	1.20926e+16
1.2657	1.20939e+16
1.2658	1.20955e+16
1.2659	1.20972e+16
1.266	1.2099e+16
1.2661	1.21008e+16
1.2662	1.21026e+16
1.2663	1.21045e+16
1.2664	1.21063e+16
1.2665	1.21082e+16
1.2666	1.21101e+16
1.2667	1.2112e+16
1.2668	1.2114e+16
1.2669	1.21159e+16
1.267	1.21179e+16
1.2671	1.21199e+16
1.2672	1.21219e+16
1.2673	1.2124e+16
1.2674	1.2126e+16
1.2675	1.21281e+16
1.2676	1.21302e+16
1.2677	1.21323e+16
1.2678	1.21344e+16
1.2679	1.21366e+16
1.268	1.21388e+16
1.2681	1.2141e+16
1.2682	1.21432e+16
1.2683	1.21454e+16
1.2684	1.21477e+16
1.2685	1.21499e+16
1.2686	1.21522e+16
1.2687	1.21545e+16
1.2688	1.21569e+16
1.2689	1.21592e+16
1.269	1.21616e+16
1.2691	1.2164e+16
1.2692	1.21664e+16
1.2693	1.21688e+16
1.2694	1.21713e+16
1.2695	1.21738e+16
1.2696	1.21762e+16
1.2697	1.21788e+16
1.2698	1.21813e+16
1.2699	1.21838e+16
1.27	1.21864e+16
1.2701	1.2189e+16
1.2702	1.21916e+16
1.2703	1.21942e+16
1.2704	1.21969e+16
1.2705	1.22001e+16
1.2706	1.22034e+16
1.2707	1.22066e+16
1.2708	1.221e+16
1.2709	1.22134e+16
1.271	1.22168e+16
1.2711	1.22202e+16
1.2712	1.22237e+16
1.2713	1.22273e+16
1.2714	1.22309e+16
1.2715	1.22345e+16
1.2716	1.22382e+16
1.2717	1.22419e+16
1.2718	1.22457e+16
1.2719	1.22495e+16
1.272	1.22533e+16
1.2721	1.22572e+16
1.2722	1.22611e+16
1.2723	1.22651e+16
1.2724	1.22691e+16
1.2725	1.22732e+16
1.2726	1.22773e+16
1.2727	1.22814e+16
1.2728	1.22856e+16
1.2729	1.22898e+16
1.273	1.22941e+16
1.2731	1.22984e+16
1.2732	1.23028e+16
1.2733	1.23071e+16
1.2734	1.23116e+16
1.2735	1.23161e+16
1.2736	1.23206e+16
1.2737	1.23252e+16
1.2738	1.23298e+16
1.2739	1.23344e+16
1.274	1.23391e+16
1.2741	1.23438e+16
1.2742	1.23486e+16
1.2743	1.23534e+16
1.2744	1.23583e+16
1.2745	1.23632e+16
1.2746	1.23682e+16
1.2747	1.23731e+16
1.2748	1.23782e+16
1.2749	1.23833e+16
1.275	1.23884e+16
1.2751	1.2393e+16
1.2752	1.2397e+16
1.2753	1.2401e+16
1.2754	1.2405e+16
1.2755	1.24091e+16
1.2756	1.24131e+16
1.2757	1.24171e+16
1.2758	1.24211e+16
1.2759	1.24251e+16
1.276	1.24291e+16
1.2761	1.2433e+16
1.2762	1.2437e+16
1.2763	1.2441e+16
1.2764	1.24449e+16
1.2765	1.24489e+16
1.2766	1.24528e+16
1.2767	1.24568e+16
1.2768	1.24607e+16
1.2769	1.24647e+16
1.277	1.24686e+16
1.2771	1.24725e+16
1.2772	1.24764e+16
1.2773	1.24803e+16
1.2774	1.24843e+16
1.2775	1.24882e+16
1.2776	1.2492e+16
1.2777	1.24959e+16
1.2778	1.24998e+16
1.2779	1.25037e+16
1.278	1.25076e+16
1.2781	1.25114e+16
1.2782	1.25153e+16
1.2783	1.25191e+16
1.2784	1.2523e+16
1.2785	1.25268e+16
1.2786	1.25307e+16
1.2787	1.25345e+16
1.2788	1.25383e+16
1.2789	1.25421e+16
1.279	1.2546e+16
1.2791	1.25498e+16
1.2792	1.25536e+16
1.2793	1.25574e+16
1.2794	1.25611e+16
1.2795	1.25649e+16
1.2796	1.25687e+16
1.2797	1.25725e+16
1.2798	1.25756e+16
1.2799	1.25788e+16
1.28	1.25818e+16
1.2801	1.25849e+16
1.2802	1.25879e+16
1.2803	1.25909e+16
1.2804	1.25939e+16
1.2805	1.25968e+16
1.2806	1.25997e+16
1.2807	1.26026e+16
1.2808	1.26054e+16
1.2809	1.26082e+16
1.281	1.2611e+16
1.2811	1.26138e+16
1.2812	1.26165e+16
1.2813	1.26192e+16
1.2814	1.26218e+16
1.2815	1.26244e+16
1.2816	1.2627e+16
1.2817	1.26296e+16
1.2818	1.26321e+16
1.2819	1.26346e+16
1.282	1.2637e+16
1.2821	1.26395e+16
1.2822	1.26419e+16
1.2823	1.26442e+16
1.2824	1.26466e+16
1.2825	1.26489e+16
1.2826	1.26511e+16
1.2827	1.26534e+16
1.2828	1.26556e+16
1.2829	1.26578e+16
1.283	1.26599e+16
1.2831	1.2662e+16
1.2832	1.26641e+16
1.2833	1.26662e+16
1.2834	1.26682e+16
1.2835	1.26702e+16
1.2836	1.26721e+16
1.2837	1.2674e+16
1.2838	1.26759e+16
1.2839	1.26778e+16
1.284	1.26796e+16
1.2841	1.26814e+16
1.2842	1.26832e+16
1.2843	1.26849e+16
1.2844	1.26867e+16
1.2845	1.26886e+16
1.2846	1.26904e+16
1.2847	1.26922e+16
1.2848	1.2694e+16
1.2849	1.26958e+16
1.285	1.26975e+16
1.2851	1.26992e+16
1.2852	1.27009e+16
1.2853	1.27026e+16
1.2854	1.27042e+16
1.2855	1.27059e+16
1.2856	1.27075e+16
1.2857	1.2709e+16
1.2858	1.27106e+16
1.2859	1.27121e+16
1.286	1.27136e+16
1.2861	1.27151e+16
1.2862	1.27165e+16
1.2863	1.2718e+16
1.2864	1.27194e+16
1.2865	1.27208e+16
1.2866	1.27221e+16
1.2867	1.27234e+16
1.2868	1.27248e+16
1.2869	1.2726e+16
1.287	1.27273e+16
1.2871	1.27286e+16
1.2872	1.27298e+16
1.2873	1.2731e+16
1.2874	1.27321e+16
1.2875	1.27333e+16
1.2876	1.27344e+16
1.2877	1.27355e+16
1.2878	1.27366e+16
1.2879	1.27376e+16
1.288	1.27386e+16
1.2881	1.27396e+16
1.2882	1.27406e+16
1.2883	1.27416e+16
1.2884	1.27425e+16
1.2885	1.27434e+16
1.2886	1.27443e+16
1.2887	1.27452e+16
1.2888	1.2746e+16
1.2889	1.27468e+16
1.289	1.27476e+16
1.2891	1.27494e+16
1.2892	1.27513e+16
1.2893	1.27531e+16
1.2894	1.2755e+16
1.2895	1.2757e+16
1.2896	1.27589e+16
1.2897	1.27609e+16
1.2898	1.27628e+16
1.2899	1.27648e+16
1.29	1.27669e+16
1.2901	1.27689e+16
1.2902	1.2771e+16
1.2903	1.27731e+16
1.2904	1.27752e+16
1.2905	1.27773e+16
1.2906	1.27794e+16
1.2907	1.27816e+16
1.2908	1.27838e+16
1.2909	1.2786e+16
1.291	1.27882e+16
1.2911	1.27905e+16
1.2912	1.27928e+16
1.2913	1.27951e+16
1.2914	1.27974e+16
1.2915	1.27997e+16
1.2916	1.28021e+16
1.2917	1.28045e+16
1.2918	1.28069e+16
1.2919	1.28093e+16
1.292	1.28118e+16
1.2921	1.28142e+16
1.2922	1.28167e+16
1.2923	1.28192e+16
1.2924	1.28217e+16
1.2925	1.28243e+16
1.2926	1.28269e+16
1.2927	1.28295e+16
1.2928	1.28321e+16
1.2929	1.28347e+16
1.293	1.28374e+16
1.2931	1.28401e+16
1.2932	1.28428e+16
1.2933	1.28455e+16
1.2934	1.28482e+16
1.2935	1.2851e+16
1.2936	1.28538e+16
1.2937	1.28567e+16
1.2938	1.28598e+16
1.2939	1.2863e+16
1.294	1.28662e+16
1.2941	1.28694e+16
1.2942	1.28727e+16
1.2943	1.2876e+16
1.2944	1.28793e+16
1.2945	1.28826e+16
1.2946	1.2886e+16
1.2947	1.28895e+16
1.2948	1.28929e+16
1.2949	1.28964e+16
1.295	1.28999e+16
1.2951	1.29035e+16
1.2952	1.29071e+16
1.2953	1.29107e+16
1.2954	1.29144e+16
1.2955	1.29181e+16
1.2956	1.29218e+16
1.2957	1.29255e+16
1.2958	1.29293e+16
1.2959	1.29332e+16
1.296	1.2937e+16
1.2961	1.29409e+16
1.2962	1.29448e+16
1.2963	1.29488e+16
1.2964	1.29528e+16
1.2965	1.29568e+16
1.2966	1.29609e+16
1.2967	1.2965e+16
1.2968	1.29691e+16
1.2969	1.29733e+16
1.297	1.29774e+16
1.2971	1.29817e+16
1.2972	1.29859e+16
1.2973	1.29902e+16
1.2974	1.29946e+16
1.2975	1.29989e+16
1.2976	1.30033e+16
1.2977	1.30077e+16
1.2978	1.30122e+16
1.2979	1.30167e+16
1.298	1.30212e+16
1.2981	1.30258e+16
1.2982	1.30304e+16
1.2983	1.3035e+16
1.2984	1.30388e+16
1.2985	1.30425e+16
1.2986	1.30462e+16
1.2987	1.305e+16
1.2988	1.30537e+16
1.2989	1.30575e+16
1.299	1.30612e+16
1.2991	1.30649e+16
1.2992	1.30686e+16
1.2993	1.30723e+16
1.2994	1.3076e+16
1.2995	1.30797e+16
1.2996	1.30834e+16
1.2997	1.30871e+16
1.2998	1.30908e+16
1.2999	1.30945e+16
1.3	1.30982e+16
1.3001	1.31019e+16
1.3002	1.31055e+16
1.3003	1.31092e+16
1.3004	1.31129e+16
1.3005	1.31165e+16
1.3006	1.31202e+16
1.3007	1.31238e+16
1.3008	1.31275e+16
1.3009	1.31311e+16
1.301	1.31347e+16
1.3011	1.31384e+16
1.3012	1.3142e+16
1.3013	1.31456e+16
1.3014	1.31492e+16
1.3015	1.31528e+16
1.3016	1.31564e+16
1.3017	1.316e+16
1.3018	1.31636e+16
1.3019	1.31672e+16
1.302	1.31708e+16
1.3021	1.31744e+16
1.3022	1.31779e+16
1.3023	1.31815e+16
1.3024	1.31851e+16
1.3025	1.31886e+16
1.3026	1.31922e+16
1.3027	1.31958e+16
1.3028	1.31993e+16
1.3029	1.32028e+16
1.303	1.32062e+16
1.3031	1.32093e+16
1.3032	1.32125e+16
1.3033	1.32156e+16
1.3034	1.32187e+16
1.3035	1.32217e+16
1.3036	1.32248e+16
1.3037	1.32278e+16
1.3038	1.32308e+16
1.3039	1.32338e+16
1.304	1.32368e+16
1.3041	1.32397e+16
1.3042	1.32426e+16
1.3043	1.32456e+16
1.3044	1.32484e+16
1.3045	1.32513e+16
1.3046	1.32541e+16
1.3047	1.3257e+16
1.3048	1.32598e+16
1.3049	1.32625e+16
1.305	1.32653e+16
1.3051	1.32681e+16
1.3052	1.32708e+16
1.3053	1.32735e+16
1.3054	1.32761e+16
1.3055	1.32788e+16
1.3056	1.32814e+16
1.3057	1.32841e+16
1.3058	1.32867e+16
1.3059	1.32892e+16
1.306	1.32918e+16
1.3061	1.32943e+16
1.3062	1.32968e+16
1.3063	1.32993e+16
1.3064	1.33018e+16
1.3065	1.33043e+16
1.3066	1.33067e+16
1.3067	1.33091e+16
1.3068	1.33115e+16
1.3069	1.33139e+16
1.307	1.33162e+16
1.3071	1.33186e+16
1.3072	1.33209e+16
1.3073	1.33232e+16
1.3074	1.33254e+16
1.3075	1.33277e+16
1.3076	1.33299e+16
1.3077	1.33325e+16
1.3078	1.3335e+16
1.3079	1.33376e+16
1.308	1.33401e+16
1.3081	1.33426e+16
1.3082	1.33452e+16
1.3083	1.33477e+16
1.3084	1.33502e+16
1.3085	1.33527e+16
1.3086	1.33552e+16
1.3087	1.33577e+16
1.3088	1.33602e+16
1.3089	1.33627e+16
1.309	1.33652e+16
1.3091	1.33677e+16
1.3092	1.33701e+16
1.3093	1.33726e+16
1.3094	1.3375e+16
1.3095	1.33775e+16
1.3096	1.33799e+16
1.3097	1.33824e+16
1.3098	1.33848e+16
1.3099	1.33873e+16
1.31	1.33897e+16
1.3101	1.33921e+16
1.3102	1.33945e+16
1.3103	1.33969e+16
1.3104	1.33993e+16
1.3105	1.34017e+16
1.3106	1.34041e+16
1.3107	1.34065e+16
1.3108	1.34089e+16
1.3109	1.34112e+16
1.311	1.34136e+16
1.3111	1.3416e+16
1.3112	1.34183e+16
1.3113	1.34207e+16
1.3114	1.3423e+16
1.3115	1.34254e+16
1.3116	1.34277e+16
1.3117	1.343e+16
1.3118	1.34323e+16
1.3119	1.34347e+16
1.312	1.3437e+16
1.3121	1.34393e+16
1.3122	1.34416e+16
1.3123	1.34441e+16
1.3124	1.34468e+16
1.3125	1.34495e+16
1.3126	1.34522e+16
1.3127	1.3455e+16
1.3128	1.34577e+16
1.3129	1.34605e+16
1.313	1.34632e+16
1.3131	1.3466e+16
1.3132	1.34688e+16
1.3133	1.34716e+16
1.3134	1.34745e+16
1.3135	1.34773e+16
1.3136	1.34801e+16
1.3137	1.3483e+16
1.3138	1.34859e+16
1.3139	1.34887e+16
1.314	1.34916e+16
1.3141	1.34945e+16
1.3142	1.34974e+16
1.3143	1.35004e+16
1.3144	1.35033e+16
1.3145	1.35063e+16
1.3146	1.35092e+16
1.3147	1.35122e+16
1.3148	1.35152e+16
1.3149	1.35182e+16
1.315	1.35212e+16
1.3151	1.35242e+16
1.3152	1.35272e+16
1.3153	1.35302e+16
1.3154	1.35333e+16
1.3155	1.35364e+16
1.3156	1.35394e+16
1.3157	1.35425e+16
1.3158	1.35456e+16
1.3159	1.35487e+16
1.316	1.35519e+16
1.3161	1.3555e+16
1.3162	1.35581e+16
1.3163	1.35613e+16
1.3164	1.35644e+16
1.3165	1.35676e+16
1.3166	1.35708e+16
1.3167	1.3574e+16
1.3168	1.35772e+16
1.3169	1.35805e+16
1.317	1.35837e+16
1.3171	1.3587e+16
1.3172	1.35903e+16
1.3173	1.35936e+16
1.3174	1.35969e+16
1.3175	1.36003e+16
1.3176	1.36036e+16
1.3177	1.3607e+16
1.3178	1.36103e+16
1.3179	1.36137e+16
1.318	1.36171e+16
1.3181	1.36205e+16
1.3182	1.36239e+16
1.3183	1.36274e+16
1.3184	1.36308e+16
1.3185	1.36343e+16
1.3186	1.36377e+16
1.3187	1.36412e+16
1.3188	1.36447e+16
1.3189	1.36482e+16
1.319	1.36518e+16
1.3191	1.36553e+16
1.3192	1.36588e+16
1.3193	1.36624e+16
1.3194	1.3666e+16
1.3195	1.36696e+16
1.3196	1.36732e+16
1.3197	1.36768e+16
1.3198	1.36804e+16
1.3199	1.36841e+16
1.32	1.36877e+16
